ClientID,NoOfVisit,TotalPurchase,Duration,category,survey,member,Sex,Store,InActivePeriod
28437,17,3530.26,542,Loyal 1,Hoardings,0,F,,15
28447,1,129.22,0,Walkin 1,Signage,0,F,207,120
28449,1,134.83,0,Walkin 1,EXISTING CLIENTS,0,F,207,91
28452,2,404.5,172,Repeat 1,Signage,0,M,207,323
28496,1,101.12,0,Walkin 1,Reference,0,F,214,536
28500,2,352.26,0,Repeat 1,EXISTING CLIENTS,1,M,207,39
28510,5,7337.1,349,Freq 1,Hoardings,0,M,207,160
28525,8,1022.47,229,Loyal 1,Hoardings,0,M,207,250
28537,1,134.83,0,Walkin 1,Signage,0,M,207,421
28538,1,2264.05,0,Walkin 1,EXISTING CLIENTS,0,F,207,49
28540,5,9060.26,517,Repeat 1,EXISTING CLIENTS,1,F,214,10
28553,14,3192.02,514,Freq 1,EXISTING CLIENTS,1,F,207,36
28558,1,0,0,Walkin 1,Reference,0,F,207,450
28564,4,1993.27,322,Freq 1,EXISTING CLIENTS,1,F,207,225
28569,3,1494.4,14,Repeat 1,News Paper,0,M,207,391
28580,5,879.04,482,Repeat 1,Others,0,M,214,37
28584,9,7435.59,521,Regular 1,EXISTING CLIENTS,1,M,207,27
28588,1,79.8,0,Walkin 1,EXISTING CLIENTS,0,F,,14
28592,4,1512.7,291,Freq 1,EXISTING CLIENTS,1,M,207,210
28594,3,448.32,55,Repeat 1,Signage,1,M,207,308
28601,1,182.4,0,Walkin 1,EXISTING CLIENTS,0,M,207,39
28607,5,1706.15,489,Repeat 1,EXISTING CLIENTS,1,F,207,21
28613,2,1112.36,110,Repeat 1,Reference,1,F,214,386
28616,11,678.68,363,Loyal 1,EXISTING CLIENTS,1,F,207,85
28624,8,1380.9,300,Regular 1,Signage,1,F,214,209
28631,13,11387.12,360,Loyal 1,Reference,1,M,207,103
28655,8,5605.63,156,Loyal 1,Reference,1,M,214,393
28673,1,539.34,0,Walkin 1,Signage,0,F,207,272
28675,2,2252.82,92,Freq 1,Others,1,M,207,449
28679,1,808.99,0,Walkin 1,Signage,0,F,207,162
28680,9,3702.27,125,Loyal 1,Reference,0,M,207,399
28691,11,7765.7,429,Regular 1,Reference,1,M,207,82
28694,1,67.42,0,Walkin 1,EXISTING CLIENTS,0,F,207,141
28700,1,3657.32,0,Walkin 1,EXISTING CLIENTS,0,F,207,263
28702,1,438.2,0,Walkin 1,EXISTING CLIENTS,0,M,207,280
28711,15,15162.99,471,Loyal 1,EXISTING CLIENTS,1,M,207,65
28728,1,837.08,0,Walkin 1,Reference,0,M,207,250
28744,,,,,,,,,
28748,13,14075.23,463,Loyal 1,Signage,1,M,207,31
28750,1,79.8,0,Walkin 1,EXISTING CLIENTS,0,F,,6
28758,1,84.27,0,Walkin 1,EXISTING CLIENTS,0,F,207,160
28761,1,101.12,0,Walkin 1,EXISTING CLIENTS,1,M,207,148
28770,1,2786.53,0,Walkin 1,EXISTING CLIENTS,0,F,207,133
28776,,,,,,,,,
28782,2,674.16,42,Repeat 1,Reference,0,M,207,385
28784,1,56.18,0,Walkin 1,Reference,0,F,207,535
28802,32,21623.16,460,Loyal 1,Reference,1,M,207,79
28808,1,39.33,0,Walkin 1,Signage,0,F,207,273
28810,4,1204.38,107,Regular 1,EXISTING CLIENTS,0,M,207,5
28815,1,100,0,Walkin 1,Signage,1,M,207,355
28822,1,2325.85,0,Regular 1,Reference,1,M,214,546
28823,8,3403.39,241,Freq 1,Signage,1,F,207,124
28827,1,258.43,0,Walkin 1,Reference,0,F,207,459
28837,2,1189.89,0,Repeat 1,EXISTING CLIENTS,1,M,,560
28848,19,14819.09,452,Loyal 1,Signage,1,M,214,88
28849,2,124.83,85,Repeat 1,Signage,0,M,207,27
28854,4,651.69,179,Regular 1,Signage,0,M,207,282
28859,2,337.08,86,Repeat 1,Reference,0,M,207,447
28865,16,1949.45,462,Loyal 1,EXISTING CLIENTS,0,F,,98
28866,8,1640.38,418,Regular 1,Signage,0,F,207,30
28884,2,1151.69,455,Walkin 1,EXISTING CLIENTS,1,F,207,95
28887,17,11421.47,496,Loyal 1,Others,1,M,214,39
28888,1,1865.18,0,Walkin 1,EXISTING CLIENTS,0,F,207,49
28905,2,347.19,0,Repeat 1,EXISTING CLIENTS,1,F,207,231
28907,2,337.08,113,Freq 1,Reference,0,M,214,434
28909,7,8252.3,370,Loyal 1,Hoardings,1,F,207,32
28935,2,1165.74,0,Repeat 1,Others,0,F,207,167
28942,3,1791.01,299,Repeat 1,EXISTING CLIENTS,0,M,207,39
28943,7,17972.26,44,Loyal 1,Reference,1,M,207,371
28957,1,995.01,0,Walkin 1,Signage,0,M,207,150
28958,1,3903.36,0,Walkin 1,Reference,1,F,207,28
28971,21,19351.78,502,Loyal 1,Signage,1,F,207,11
28978,1,567.42,0,Walkin 1,EXISTING CLIENTS,0,M,207,389
28982,3,242.15,214,Repeat 1,Signage,0,F,207,16
28990,2,1785.4,0,Repeat 1,Signage,1,M,207,326
28997,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,136
28999,5,4577.46,476,Repeat 1,Signage,1,M,207,39
29021,4,2419.98,333,Freq 1,Others,1,M,207,16
29065,1,3320.24,0,Repeat 1,Signage,1,F,207,409
29073,1,1084.27,0,Walkin 1,News Paper,0,F,207,289
29080,1,275.28,0,Repeat 1,Others,0,M,214,554
29104,3,1903.38,50,Repeat 1,Others,1,F,207,357
29105,1,78.66,0,Walkin 1,EXISTING CLIENTS,0,F,207,91
29110,1,168.54,0,Walkin 1,Reference,0,M,214,520
29116,1,123.6,0,Walkin 1,Signage,0,M,207,168
29120,2,1084.27,0,Loyal 1,Others,1,F,207,547
29127,1,6100,0,Walkin 1,Others,0,M,,560
29130,1,296.4,0,Walkin 1,EXISTING CLIENTS,0,M,,6
29136,2,191.01,85,Regular 1,Others,1,F,214,461
29139,8,8347.79,147,Freq 1,EXISTING CLIENTS,1,F,207,60
29142,1,2398.89,0,Walkin 1,Signage,0,M,207,245
29151,5,786.52,253,Regular 1,Others,0,M,214,309
29153,4,2371.12,12,Loyal 1,EXISTING CLIENTS,1,M,207,120
29160,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,170
29161,13,3367.34,523,Loyal 1,Reference,1,F,207,9
29164,1,106.75,0,Walkin 1,Signage,0,F,207,78
29166,2,280.9,466,Walkin 1,Others,1,M,207,81
29179,10,3291.03,315,Loyal 1,EXISTING CLIENTS,1,F,207,98
29192,5,869.68,134,Loyal 1,Signage,1,M,207,121
29205,6,3691.01,290,Regular 1,Hoardings,0,F,207,263
29208,3,1223.6,0,Repeat 1,Reference,1,M,207,419
29214,5,5476.74,357,Freq 1,Reference,0,F,207,121
29228,1,191.01,0,Regular 1,Hoardings,1,M,207,525
29236,1,533.71,0,Walkin 1,EXISTING CLIENTS,0,F,207,189
29260,1,213.49,0,Walkin 1,EXISTING CLIENTS,0,M,207,179
29267,1,466.3,0,Repeat 1,Reference,1,M,207,290
29275,4,1432.59,194,Regular 1,Gift Coupon - Internal,0,F,207,318
29276,2,213.48,19,Regular 1,Reference,1,M,214,541
29285,4,950.34,81,Loyal 1,Signage,0,F,214,473
29286,1,112.36,0,Walkin 1,Signage,0,F,207,396
29296,2,685.39,111,Freq 1,EXISTING CLIENTS,1,M,207,351
29299,1,134.83,0,Walkin 1,EXISTING CLIENTS,0,M,207,424
29305,1,280.9,0,Walkin 1,Reference,0,F,207,336
29310,,,,,,,,,
29311,4,3538.22,225,Freq 1,Others,1,M,207,263
29314,5,471.91,470,Repeat 1,EXISTING CLIENTS,1,M,214,63
29331,1,168.54,0,Walkin 1,Reference,0,M,207,529
29340,1,415.73,0,Walkin 1,EXISTING CLIENTS,0,F,207,64
29343,1,67.41,0,Freq 1,EXISTING CLIENTS,1,F,207,494
29346,8,4686.84,84,Loyal 1,EXISTING CLIENTS,1,F,207,209
29350,20,25659.22,548,Freq 1,Signage,1,M,214,1
29357,1,168.54,0,Walkin 1,Others,0,M,207,315
29361,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,M,207,88
29368,3,1747.18,136,Repeat 1,EXISTING CLIENTS,0,F,207,49
29369,1,101.12,0,Walkin 1,EXISTING CLIENTS,0,M,207,57
29370,2,717.98,0,Repeat 1,Reference,1,F,207,463
29371,1,102.6,0,Walkin 1,EXISTING CLIENTS,0,F,,11
29375,2,1785.4,0,Repeat 1,EXISTING CLIENTS,1,M,207,170
29382,1,516.86,0,Walkin 1,EXISTING CLIENTS,0,F,207,98
29388,1,275.28,0,Walkin 1,Reference,0,M,207,458
29390,1,505.62,0,Walkin 1,EXISTING CLIENTS,0,M,207,332
29404,2,112.36,126,Repeat 1,Signage,0,M,207,378
29413,2,2943.83,30,Repeat 1,Reference,0,F,207,392
29427,4,539.33,127,Loyal 1,EXISTING CLIENTS,0,M,207,145
29429,1,67.42,0,Walkin 1,EXISTING CLIENTS,0,M,207,320
29434,2,521.35,0,Repeat 1,Signage,1,M,207,449
29435,8,9102.51,383,Loyal 1,EXISTING CLIENTS,0,M,207,3
29450,7,1011.25,217,Loyal 1,Signage,0,M,207,141
29454,1,4016.87,0,Walkin 1,Reference,0,F,207,492
29456,2,56.18,20,Repeat 1,Others,0,F,214,501
29463,12,4743.37,361,Loyal 1,Signage,1,M,207,28
29468,2,2796.64,0,Repeat 1,EXISTING CLIENTS,1,F,207,332
29471,2,269.66,25,Loyal 1,EXISTING CLIENTS,1,M,207,505
29473,1,2415.74,0,Walkin 1,Signage,0,F,214,535
29474,15,8050.29,491,Freq 1,Signage,1,F,214,57
29478,12,2393.15,513,Regular 1,Reference,1,F,214,39
29485,5,3369.66,95,Loyal 1,EXISTING CLIENTS,1,F,207,255
29489,2,960.68,162,Repeat 1,EXISTING CLIENTS,0,M,214,362
29492,2,928.93,0,Repeat 1,Signage,0,M,207,56
29499,1,2398.89,0,Walkin 1,Others,0,M,207,483
29505,1,1123.6,0,Walkin 1,Reference,0,F,207,435
29507,10,1170.36,513,Regular 1,Others,0,M,207,20
29509,2,1811.46,0,Repeat 1,EXISTING CLIENTS,1,M,,10
29516,1,249.66,0,Walkin 1,EXISTING CLIENTS,1,M,,1
29519,2,2831.47,4,Repeat 1,Reference,0,M,207,456
29525,1,297.76,0,Walkin 1,EXISTING CLIENTS,0,M,207,177
29539,3,16582.71,20,Repeat 1,Others,1,F,207,217
29542,5,6618,374,Freq 1,EXISTING CLIENTS,0,F,207,169
29548,23,13102.13,557,Freq 1,Reference,1,F,214,0
29550,2,380.91,0,Repeat 1,EXISTING CLIENTS,1,M,207,78
29559,2,246.07,0,Repeat 1,Signage,1,M,207,164
29570,1,182.4,0,Walkin 1,EXISTING CLIENTS,0,M,207,38
29576,,,,,,,,,
29591,1,224.72,0,Repeat 1,Signage,1,M,214,533
29596,1,533.71,0,Walkin 1,Reference,0,M,214,511
29597,1,168.54,0,Walkin 1,Reference,0,M,207,495
29600,21,19451.36,341,Loyal 1,Reference,1,F,,214
29601,3,392.14,67,Repeat 1,Signage,1,M,207,155
29609,1,39.33,0,Walkin 1,Signage,0,M,207,175
29611,10,1394.28,322,Loyal 1,Others,1,M,207,32
29618,3,2960.73,286,Repeat 1,EXISTING CLIENTS,1,M,207,0
29619,4,6910.14,139,Regular 1,EXISTING CLIENTS,1,M,207,304
29627,5,976.42,135,Regular 1,Signage,1,M,207,51
29637,1,280.9,0,Freq 1,Others,0,F,214,512
29638,2,3071.92,0,Repeat 1,EXISTING CLIENTS,1,M,207,151
29639,1,168.54,0,Walkin 1,Hoardings,0,M,207,315
29643,2,571.91,0,Repeat 1,Reference,1,M,214,553
29654,2,3740.46,0,Repeat 1,Hoardings,0,F,207,426
29664,2,459.57,26,Repeat 1,EXISTING CLIENTS,0,M,207,27
29671,1,168.54,0,Walkin 1,EXISTING CLIENTS,0,M,207,318
29673,1,280.9,0,Walkin 1,Reference,0,F,207,518
29689,4,539.32,156,Regular 1,EXISTING CLIENTS,0,M,214,396
29715,8,3925.87,238,Loyal 1,EXISTING CLIENTS,1,M,207,154
29721,2,3505.63,23,Repeat 1,EXISTING CLIENTS,0,F,207,387
29727,3,1068.98,94,Repeat 1,EXISTING CLIENTS,0,M,207,14
29728,1,849.3,0,Walkin 1,EXISTING CLIENTS,0,F,207,28
29734,2,415.73,371,Walkin 1,Reference,0,F,207,69
29735,1,39.9,0,Walkin 1,EXISTING CLIENTS,0,F,207,37
29736,1,275.28,0,Walkin 1,EXISTING CLIENTS,0,M,207,535
29740,2,206.75,0,Repeat 1,EXISTING CLIENTS,1,F,207,50
29745,1,168.54,0,Walkin 1,Reference,0,M,207,456
29746,4,2802.26,182,Freq 1,Reference,1,M,207,290
29756,4,1060.67,176,Freq 1,EXISTING CLIENTS,1,F,207,109
29760,2,314.61,19,Repeat 1,EXISTING CLIENTS,0,F,207,115
29771,1,696.63,0,Freq 1,EXISTING CLIENTS,1,M,207,371
29772,2,1043.82,0,Repeat 1,Signage,1,M,207,143
29778,1,1629.22,0,Walkin 1,EXISTING CLIENTS,0,F,207,63
29779,2,395.39,60,Repeat 1,EXISTING CLIENTS,0,M,207,39
29784,1,3393.27,0,Walkin 1,EXISTING CLIENTS,0,M,207,530
29786,1,617.98,0,Walkin 1,Reference,0,F,207,526
29798,3,2528.1,18,Repeat 1,EXISTING CLIENTS,0,M,207,464
29805,4,2515.74,175,Freq 1,Reference,1,M,207,260
29806,7,2421.34,90,Loyal 1,Signage,1,F,207,464
29811,1,991.8,0,Walkin 1,EXISTING CLIENTS,1,M,,1
29812,18,10733.54,538,Regular 1,Reference,1,F,207,6
29813,4,921.35,154,Regular 1,Signage,0,F,207,293
29815,2,359.56,58,Repeat 1,Reference,0,M,207,111
29816,1,264.05,0,Walkin 1,Signage,0,M,207,161
29817,9,9876.44,437,Loyal 1,EXISTING CLIENTS,1,F,207,113
29825,6,3870.79,188,Loyal 1,Signage,1,M,214,350
29835,6,1308.98,420,Repeat 1,EXISTING CLIENTS,0,F,214,58
29842,5,4641.09,134,Regular 1,EXISTING CLIENTS,0,F,207,81
29845,13,12489.75,449,Loyal 1,Reference,1,M,214,27
29847,1,1011.24,0,Walkin 1,Reference,0,M,207,527
29851,1,601.13,0,Walkin 1,Reference,0,F,207,378
29867,4,1897.76,102,Regular 1,EXISTING CLIENTS,1,F,207,224
29872,1,1685.4,0,Regular 1,Signage,0,M,214,546
29873,13,2644.94,456,Regular 1,Reference,1,M,214,49
29879,4,212.85,314,Regular 1,EXISTING CLIENTS,1,F,207,19
29883,1,3539.33,0,Walkin 1,EXISTING CLIENTS,1,F,207,247
29889,4,1005.62,220,Freq 1,Hoardings,0,M,207,245
29898,2,123.6,134,Repeat 1,Others,0,M,214,418
29903,1,0,0,Walkin 1,Others,0,F,207,298
29909,11,2128.24,510,Loyal 1,Reference,1,M,207,22
29910,1,78.66,0,Walkin 1,EXISTING CLIENTS,0,M,207,88
29913,1,168.54,0,Repeat 1,Reference,0,M,,560
29927,1,235.96,0,Walkin 1,Reference,0,M,207,449
29928,6,2942.7,122,Loyal 1,Signage,1,M,207,326
29939,4,4037.67,511,Walkin 1,Others,1,M,207,15
29948,3,3955.07,114,Regular 1,EXISTING CLIENTS,1,M,207,439
29955,2,2235.96,26,Repeat 1,EXISTING CLIENTS,0,M,207,86
29957,4,2628.1,161,Loyal 1,EXISTING CLIENTS,1,M,207,354
29958,1,1033.71,0,Walkin 1,Gift Coupon - External,1,F,207,208
29962,,,,,,,,,
29974,1,213.49,0,Walkin 1,EXISTING CLIENTS,0,M,207,180
29985,4,994.39,248,Freq 1,EXISTING CLIENTS,0,F,207,69
30005,1,525.01,0,Walkin 1,EXISTING CLIENTS,0,M,207,82
30012,1,28.09,0,Walkin 1,Others,0,F,207,317
30020,2,1178.93,0,Repeat 1,Signage,0,M,207,173
30025,4,3117.99,365,Repeat 1,Reference,1,M,207,119
30046,2,247.2,94,Repeat 1,EXISTING CLIENTS,0,F,207,84
30063,2,1488.77,112,Repeat 1,Reference,0,F,207,436
30071,2,460.68,141,Repeat 1,EXISTING CLIENTS,0,F,207,101
30074,1,921.36,0,Walkin 1,EXISTING CLIENTS,0,F,207,299
30075,1,44.94,0,Repeat 1,Signage,1,M,207,564
30077,3,887.08,50,Loyal 1,Signage,0,M,214,460
30090,6,14053.42,135,Regular 1,Signage,1,M,207,21
30096,1,224.72,0,Walkin 1,Reference,0,F,207,539
30099,,,,,,,,,
30105,1,56.18,0,Walkin 1,Hoardings,0,F,207,348
30131,3,639.32,154,Repeat 1,EXISTING CLIENTS,1,M,207,84
30147,1,134.83,0,Walkin 1,Reference,0,M,207,339
30163,1,56.18,0,Walkin 1,Reference,0,M,207,462
30170,1,1449.44,0,Walkin 1,Others,0,M,207,324
30171,3,305.34,196,Repeat 1,EXISTING CLIENTS,0,F,207,39
30174,2,455.06,245,Repeat 1,Signage,0,M,214,312
30175,3,414.61,17,Repeat 1,EXISTING CLIENTS,1,M,207,312
30198,1,157.3,0,Walkin 1,Others,0,F,214,526
30213,1,2747.2,0,Walkin 1,Signage,0,M,214,529
30225,5,3543.83,245,Freq 1,Signage,1,M,207,126
30227,6,9853.99,325,Loyal 1,EXISTING CLIENTS,1,F,207,166
30230,4,7268.56,217,Freq 1,News Paper,1,F,207,71
30238,16,8804.17,531,Loyal 1,Others,1,F,,26
30240,7,5938.22,432,Regular 1,EXISTING CLIENTS,1,F,207,56
30249,1,78.66,0,Walkin 1,EXISTING CLIENTS,0,F,207,273
30250,1,235.96,0,Walkin 1,EXISTING CLIENTS,0,M,207,459
30251,5,1095.98,63,Loyal 1,EXISTING CLIENTS,1,M,207,15
30258,1,556.19,0,Walkin 1,Reference,0,F,214,513
30277,1,525.01,0,Walkin 1,Reference,0,M,207,446
30289,3,1133.71,239,Repeat 1,EXISTING CLIENTS,1,M,207,224
30293,4,3838.5,154,Loyal 1,Others,1,M,214,392
30294,2,3695.52,0,Repeat 1,Signage,1,M,207,63
30310,2,2678.66,0,Repeat 1,EXISTING CLIENTS,1,M,207,79
30319,5,2041.29,404,Freq 1,Signage,0,M,207,108
30329,1,134.83,0,Regular 1,Reference,0,M,,557
30332,1,219.11,0,Walkin 1,EXISTING CLIENTS,0,M,207,83
30349,10,3264.05,425,Loyal 1,Reference,1,F,207,124
30364,1,741.58,0,Walkin 1,EXISTING CLIENTS,0,F,207,82
30367,4,1779.78,196,Freq 1,Reference,1,F,207,211
30378,5,3039.34,356,Regular 1,Reference,0,F,207,106
30384,1,415.73,0,Walkin 1,EXISTING CLIENTS,0,M,207,484
30388,3,1314.6,35,Loyal 1,Reference,1,F,207,518
30391,1,112.36,0,Repeat 1,Signage,0,M,207,278
30393,2,5794.52,0,Repeat 1,EXISTING CLIENTS,0,F,207,120
30398,20,13815.83,182,Loyal 1,EXISTING CLIENTS,1,F,207,76
30403,2,560.68,0,Repeat 1,EXISTING CLIENTS,1,M,207,294
30417,4,3639.34,28,Loyal 1,Events,1,M,207,161
30427,2,1774.17,0,Repeat 1,EXISTING CLIENTS,1,F,207,292
30443,2,2347.26,0,Repeat 1,EXISTING CLIENTS,1,M,,5
30447,1,2483.16,0,Walkin 1,EXISTING CLIENTS,0,M,207,102
30457,4,5493.28,368,Repeat 1,Others,1,M,207,196
30463,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,M,207,207
30467,1,297.75,0,Walkin 1,EXISTING CLIENTS,0,F,207,87
30471,1,837.08,0,Walkin 1,Signage,0,F,207,200
30473,3,888.49,0,Repeat 1,Signage,1,M,207,184
30484,1,247.19,0,Repeat 1,Reference,1,F,207,426
30486,24,3658.1,546,Loyal 1,Reference,1,M,214,15
30493,1,889.2,0,Walkin 1,EXISTING CLIENTS,0,F,,6
30519,13,4740.52,525,Loyal 1,Reference,1,F,207,5
30522,5,910.12,172,Regular 1,Reference,0,M,214,388
30528,1,134.83,0,Walkin 1,EXISTING CLIENTS,0,M,207,389
30533,1,2415.74,0,Walkin 1,EXISTING CLIENTS,0,M,207,53
30537,1,267.9,0,Walkin 1,EXISTING CLIENTS,0,M,,11
30547,1,67.42,0,Walkin 1,Others,0,M,214,491
30556,5,1646.07,455,Freq 1,Reference,1,M,214,83
30559,61,103042.5,552,Loyal 1,Signage,1,M,214,8
30561,4,713.48,318,Freq 1,Others,1,M,207,195
30580,7,4732.5,237,Loyal 1,EXISTING CLIENTS,0,M,207,11
30594,2,307.87,0,Repeat 1,EXISTING CLIENTS,1,F,207,198
30599,,,,,,,,,
30611,2,87.47,0,Loyal 1,Signage,0,M,214,541
30618,8,2498.91,481,Loyal 1,Reference,1,F,214,65
30623,1,1775.01,0,Walkin 1,EXISTING CLIENTS,0,F,207,258
30639,2,4550.58,2,Walkin 1,EXISTING CLIENTS,1,F,207,139
30647,2,573.09,0,Repeat 1,Signage,0,F,214,522
30657,15,5426.4,411,Freq 1,Reference,1,M,207,3
30662,3,2363.95,437,Walkin 1,Reference,1,F,207,17
30663,3,359.55,163,Freq 1,Signage,0,F,207,293
30667,2,478.8,28,Repeat 1,EXISTING CLIENTS,0,M,207,0
30675,2,673.6,0,Regular 1,Reference,0,M,214,526
30682,3,483.16,109,Repeat 1,Others,0,M,207,201
30687,10,2926.97,436,Loyal 1,Hoardings,1,M,207,127
30690,8,1875.29,344,Regular 1,Reference,1,F,207,158
30699,1,280.9,0,Walkin 1,Others,0,F,,560
30710,2,505.62,206,Repeat 1,Others,0,M,214,271
30711,1,61.8,0,Walkin 1,Others,0,M,207,382
30723,1,168.54,0,Walkin 1,Others,0,M,207,481
30730,7,1505.61,196,Regular 1,EXISTING CLIENTS,1,M,214,331
30738,1,875,0,Walkin 1,Reference,0,M,207,526
30743,1,2297.76,0,Walkin 1,EXISTING CLIENTS,0,F,207,266
30746,2,350.94,357,Repeat 1,Signage,0,M,207,7
30755,1,308.99,0,Walkin 1,EXISTING CLIENTS,0,F,207,67
30758,2,968.03,46,Regular 1,EXISTING CLIENTS,1,F,207,406
30760,1,168.54,0,Walkin 1,Others,0,M,214,490
30761,3,359.55,80,Loyal 1,Reference,0,F,214,431
30765,1,56.18,0,Walkin 1,Others,0,F,214,508
30767,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,114
30775,8,4903.4,340,Regular 1,Signage,1,M,207,58
30776,2,4792.15,257,Repeat 1,EXISTING CLIENTS,1,M,207,232
30793,2,3324.73,0,Repeat 1,EXISTING CLIENTS,1,M,207,106
30802,1,1250,0,Walkin 1,Signage,0,F,207,186
30811,7,12064.98,352,Freq 1,Others,1,F,207,108
30812,1,179.78,0,Walkin 1,Others,0,M,207,223
30816,1,359.55,0,Walkin 1,EXISTING CLIENTS,0,M,207,222
30818,1,134.83,0,Repeat 1,Reference,1,M,207,504
30830,2,550.44,501,Walkin 1,Reference,0,M,214,28
30831,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,121
30833,13,1775.28,357,Loyal 1,Reference,1,M,214,189
30852,33,3894.31,529,Loyal 1,Others,1,F,,31
30855,11,1604.89,174,Loyal 1,Signage,0,M,207,0
30858,,,,,,,,,
30860,8,1653.83,309,Regular 1,EXISTING CLIENTS,0,M,207,14
30862,2,1043.83,0,Repeat 1,Others,1,F,207,177
30863,1,1876.41,0,Walkin 1,EXISTING CLIENTS,0,F,207,389
30869,1,331.46,0,Walkin 1,EXISTING CLIENTS,0,M,207,353
30873,1,831.46,0,Walkin 1,Reference,0,M,207,530
30876,8,9968.19,315,Loyal 1,EXISTING CLIENTS,0,M,207,63
30877,1,179.78,0,Walkin 1,Reference,0,M,207,156
30888,1,28.09,0,Walkin 1,Reference,0,F,207,433
30889,2,493.26,0,Repeat 1,Signage,1,F,207,155
30890,1,28.09,0,Walkin 1,Others,0,F,207,437
30894,2,1251.69,0,Repeat 1,EXISTING CLIENTS,1,M,207,120
30903,1,842.7,0,Walkin 1,EXISTING CLIENTS,0,M,207,352
30906,1,67.42,0,Walkin 1,EXISTING CLIENTS,0,F,207,190
30910,9,2634.82,184,Loyal 1,Others,1,F,214,355
30921,2,1101.13,49,Repeat 1,EXISTING CLIENTS,0,M,207,287
30926,1,84.27,0,Walkin 1,Reference,0,F,214,543
30934,2,955.06,63,Regular 1,Others,1,F,207,448
30950,1,820.23,0,Walkin 1,Others,0,M,214,528
30951,1,61.8,0,Walkin 1,EXISTING CLIENTS,0,F,207,488
30952,3,8067.44,324,Repeat 1,Signage,1,M,207,134
30953,28,6896.18,528,Loyal 1,Reference,1,M,214,30
30954,2,528.1,62,Repeat 1,EXISTING CLIENTS,0,M,207,115
30959,1,146.07,0,Walkin 1,Signage,0,M,207,173
30968,1,275.28,0,Walkin 1,Others,0,M,214,561
30974,11,3134.01,348,Regular 1,Signage,0,M,214,211
30976,31,11243.82,539,Freq 1,Others,0,M,214,1
30983,4,550.56,241,Regular 1,Others,1,M,207,243
30988,1,179.78,0,Walkin 1,EXISTING CLIENTS,0,M,207,281
30989,,,,,,,,,
30996,,,,,,,,,
30998,18,41693.99,417,Walkin 1,Reference,0,F,214,39
31004,1,1762.93,0,Walkin 1,EXISTING CLIENTS,0,M,207,70
31005,2,886.52,0,Repeat 1,Others,1,M,207,322
31007,7,5237.97,206,Loyal 1,Signage,1,M,207,15
31011,2,73.53,115,Repeat 1,Others,0,F,207,27
31017,4,9055.09,41,Loyal 1,Reference,1,M,207,393
31022,1,100,0,Walkin 1,EXISTING CLIENTS,1,F,207,309
31025,2,337.07,106,Freq 1,Signage,1,M,207,350
31033,1,39.33,0,Walkin 1,EXISTING CLIENTS,0,F,207,101
31049,1,28.09,0,Walkin 1,Reference,0,F,207,429
31052,5,3661.81,142,Loyal 1,EXISTING CLIENTS,1,M,207,294
31058,4,600,78,Loyal 1,EXISTING CLIENTS,1,M,207,214
31069,1,179.78,0,Walkin 1,Signage,0,M,207,161
31072,2,1151.69,211,Repeat 1,EXISTING CLIENTS,0,M,207,184
31079,2,246.07,0,Repeat 1,EXISTING CLIENTS,1,M,207,223
31084,3,304.84,240,Repeat 1,Hoardings,1,F,207,4
31087,1,1601.13,0,Walkin 1,EXISTING CLIENTS,0,F,207,329
31098,1,168.54,0,Walkin 1,Reference,0,M,207,550
31104,1,22.47,0,Walkin 1,Reference,0,F,207,402
31132,6,5022.5,270,Loyal 1,Signage,1,M,207,255
31134,3,7269.69,315,Repeat 1,Signage,0,M,214,194
31135,2,1423.32,0,Repeat 1,EXISTING CLIENTS,0,M,207,49
31156,1,56.18,0,Repeat 1,Signage,0,F,214,559
31157,,,,,,,,,
31174,1,1065.9,0,Walkin 1,Hoardings,1,M,207,39
31186,1,2696.64,0,Walkin 1,EXISTING CLIENTS,0,M,207,316
31188,1,182.4,0,Walkin 1,Reference,0,M,,2
31200,4,498.89,137,Regular 1,EXISTING CLIENTS,1,M,207,122
31208,1,123.6,0,Walkin 1,EXISTING CLIENTS,0,M,207,88
31211,2,337.08,79,Regular 1,EXISTING CLIENTS,0,F,207,320
31229,8,2381.4,444,Regular 1,EXISTING CLIENTS,1,F,207,39
31241,7,1575.68,518,Freq 1,Signage,0,M,207,14
31248,1,2516.86,0,Walkin 1,Reference,0,M,207,500
31251,4,3732.32,231,Freq 1,Others,0,F,207,37
31253,1,421.35,0,Walkin 1,Signage,0,F,207,64
31260,1,22.47,0,Walkin 1,Signage,0,F,207,385
31261,2,376.41,46,Repeat 1,Others,0,F,207,430
31269,3,493.26,32,Repeat 1,EXISTING CLIENTS,1,M,207,165
31279,1,146.07,0,Walkin 1,EXISTING CLIENTS,0,M,207,110
31280,4,872.92,212,Freq 1,EXISTING CLIENTS,0,F,207,8
31282,13,20048.43,202,Loyal 1,Signage,1,F,207,0
31288,21,20954.16,498,Loyal 1,Reference,1,F,207,17
31289,7,4981.27,256,Freq 1,EXISTING CLIENTS,1,M,207,16
